"source"	"target"	"relation"	"relation long"	"tabletID"	"museum Nr"	"excavation Nr"	"publication"	"archive"	"text type"	"subtype"	"place of writing"	"date"	"reign"	"reign order"
"P17220"	P17083	"Brother of"	"Brother of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P17083	"Brother of"	"Brother of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P17220	"Brother of"	"Brother of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P17220	"Brother of"	"Brother of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P17344	"Brother of"	"Brother of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17220"	P17344	"Brother of"	"Brother of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P17244	"Child of"	"Child of Râmū’a"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17220"	P17244	"Child of"	"Child of Râmū’a"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P17244	"Child of"	"Child of Râmū’a"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17244"	P17083	"Mother of"	"Mother of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17244"	P17220	"Mother of"	"Mother of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17244"	P17344	"Mother of"	"Mother of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16433"	P17083	"Neighbour of"	"Neighbour of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16463"	P17083	"Neighbour of"	"Neighbour of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16542"	P17083	"Neighbour of"	"Neighbour of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16682"	P17083	"Neighbour of"	"Neighbour of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17176"	P17083	"Neighbour of"	"Neighbour of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17317"	P17083	"Neighbour of"	"Neighbour of Marduk-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16433"	P17173	"Neighbour of"	"Neighbour of Nabû-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16463"	P17173	"Neighbour of"	"Neighbour of Nabû-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16542"	P17173	"Neighbour of"	"Neighbour of Nabû-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16682"	P17173	"Neighbour of"	"Neighbour of Nabû-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17176"	P17173	"Neighbour of"	"Neighbour of Nabû-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17317"	P17173	"Neighbour of"	"Neighbour of Nabû-šumu-ibni"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P17176	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17173"	P17176	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17220"	P17176	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P17176	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16433"	P17220	"Neighbour of"	"Neighbour of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16463"	P17220	"Neighbour of"	"Neighbour of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16542"	P17220	"Neighbour of"	"Neighbour of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16682"	P17220	"Neighbour of"	"Neighbour of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17176"	P17220	"Neighbour of"	"Neighbour of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17317"	P17220	"Neighbour of"	"Neighbour of Nādinu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P16682	"Neighbour of"	"Neighbour of Rēmūtu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17173"	P16682	"Neighbour of"	"Neighbour of Rēmūtu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17220"	P16682	"Neighbour of"	"Neighbour of Rēmūtu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P16682	"Neighbour of"	"Neighbour of Rēmūtu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P17317	"Neighbour of"	"Neighbour of Tabnēa"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P16463	"Neighbour of"	"Neighbour of Tabnēa"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17173"	P17317	"Neighbour of"	"Neighbour of Tabnēa"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17173"	P16463	"Neighbour of"	"Neighbour of Tabnēa"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17220"	P17317	"Neighbour of"	"Neighbour of Tabnēa"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17220"	P16463	"Neighbour of"	"Neighbour of Tabnēa"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P17317	"Neighbour of"	"Neighbour of Tabnēa"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P16463	"Neighbour of"	"Neighbour of Tabnēa"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16433"	P17344	"Neighbour of"	"Neighbour of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16463"	P17344	"Neighbour of"	"Neighbour of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16542"	P17344	"Neighbour of"	"Neighbour of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16682"	P17344	"Neighbour of"	"Neighbour of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17176"	P17344	"Neighbour of"	"Neighbour of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17317"	P17344	"Neighbour of"	"Neighbour of Zēria"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P16433	"Neighbour of"	"Neighbour of Ērešu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17173"	P16433	"Neighbour of"	"Neighbour of Ērešu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17220"	P16433	"Neighbour of"	"Neighbour of Ērešu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P16433	"Neighbour of"	"Neighbour of Ērešu"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17083"	P16542	"Neighbour of"	"Neighbour of Šākin-šumi"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17173"	P16542	"Neighbour of"	"Neighbour of Šākin-šumi"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17220"	P16542	"Neighbour of"	"Neighbour of Šākin-šumi"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P17344"	P16542	"Neighbour of"	"Neighbour of Šākin-šumi"	"T04753"	"VAT 3163"		"San Nicolò and Ungnad 1929-1935, no. 46"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"28.11.18 Kandalānu"	Kandalānu	3
"P16433"	P16927	"Neighbour of"	"Neighbour of Bēl-ahhē-iddin"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P17176"	P16927	"Neighbour of"	"Neighbour of Bēl-ahhē-iddin"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P17426"	P16927	"Neighbour of"	"Neighbour of Bēl-ahhē-iddin"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P16433"	P17176	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P16927"	P17176	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P16433"	P17426	"Neighbour of"	"Neighbour of [...]"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P16927"	P17426	"Neighbour of"	"Neighbour of [...]"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P16927"	P16433	"Neighbour of"	"Neighbour of Ērešu"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P17176"	P16433	"Neighbour of"	"Neighbour of Ērešu"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P17426"	P16433	"Neighbour of"	"Neighbour of Ērešu"	"T04756"	"VAT 2963"		"San Nicolò and Ungnad 1929-1935, no. 45"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"06.11.01 Kandalānu"	Kandalānu	3
"P16473"	P16552	"Business partner of"	"Business partner of Iqīša"	"T04762"	"VAT 2966"		"San Nicolò and Ungnad 1929-1935, no. 644"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership, creation"	"Babylon"	"23.9.06 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P17159"	P16552	"Business partner of"	"Business partner of Iqīša"	"T04762"	"VAT 2966"		"San Nicolò and Ungnad 1929-1935, no. 644"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership, creation"	"Babylon"	"23.9.06 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16473"	P17159	"Business partner of"	"Business partner of Nabû-nāṣir"	"T04762"	"VAT 2966"		"San Nicolò and Ungnad 1929-1935, no. 644"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership, creation"	"Babylon"	"23.9.06 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16552"	P17159	"Business partner of"	"Business partner of Nabû-nāṣir"	"T04762"	"VAT 2966"		"San Nicolò and Ungnad 1929-1935, no. 644"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership, creation"	"Babylon"	"23.9.06 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16552"	P16473	"Business partner of"	"Business partner of Šamaš-šumu-līšir"	"T04762"	"VAT 2966"		"San Nicolò and Ungnad 1929-1935, no. 644"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership, creation"	"Babylon"	"23.9.06 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P17159"	P16473	"Business partner of"	"Business partner of Šamaš-šumu-līšir"	"T04762"	"VAT 2966"		"San Nicolò and Ungnad 1929-1935, no. 644"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership, creation"	"Babylon"	"23.9.06 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16566"	P16565	"Brother of"	"Brother of Ea-iddin"	"T04771"	"VAT 2968"		"San Nicolò and Ungnad 1929-1935, no. 47"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"19.3.19 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16565"	P16566	"Brother of"	"Brother of Marduk-šumu-uṣur"	"T04771"	"VAT 2968"		"San Nicolò and Ungnad 1929-1935, no. 47"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"19.3.19 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16565"	P16959	"Cousin of"	"Cousin of Bēlšunu"	"T04771"	"VAT 2968"		"San Nicolò and Ungnad 1929-1935, no. 47"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"19.3.19 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16566"	P16959	"Cousin of"	"Cousin of Bēlšunu"	"T04771"	"VAT 2968"		"San Nicolò and Ungnad 1929-1935, no. 47"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"19.3.19 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16959"	P16565	"Cousin of"	"Cousin of Ea-iddin"	"T04771"	"VAT 2968"		"San Nicolò and Ungnad 1929-1935, no. 47"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"19.3.19 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16959"	P16566	"Cousin of"	"Cousin of Marduk-šumu-uṣur"	"T04771"	"VAT 2968"		"San Nicolò and Ungnad 1929-1935, no. 47"	"Sîn-ilī (Babylon)"	"Legal document"	"purchase"	"Babylon"	"19.3.19 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16622"	P16701	"Business partner of"	"Business partner of Mušēzib-Bēl"	"T04801"	"VAT 2975"		"San Nicolò and Ungnad 1929-1935, no. 645"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership-related"	"Bīt-Eppēš-ilī"	"13.12.22 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16701"	P16622	"Business partner of"	"Business partner of Ṭāb-ṣilli-Marduk"	"T04801"	"VAT 2975"		"San Nicolò and Ungnad 1929-1935, no. 645"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership-related"	"Bīt-Eppēš-ilī"	"13.12.22 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16221"	P16222	"Master of"	"Master of Pān-Ningal-lūmur"	"T04825"	"BM 131183"	"U. 17238, 14"	"UET 4, 79"	"Sîn-uballiṭ"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"10.6.06 Nabopolassar"	Nabopolassar	5
"P16222"	P16221	"Slave of"	"Slave of Sîn-uballiṭ"	"T04825"	"BM 131183"	"U. 17238, 14"	"UET 4, 79"	"Sîn-uballiṭ"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"10.6.06 Nabopolassar"	Nabopolassar	5
"P16221"	P16222	"Master of"	"Master of Pān-Ningal-lūmur"	"T04834"	"BM 131214"	"U. 17238, 46"	"UET 4, 197"	"Sîn-uballiṭ"	"Legal document"	"contract of pledge"	"Babylon"	"10.6.06 Nabopolassar"	Nabopolassar	5
"P16222"	P16221	"Slave of"	"Slave of Sîn-uballiṭ"	"T04834"	"BM 131214"	"U. 17238, 46"	"UET 4, 197"	"Sîn-uballiṭ"	"Legal document"	"contract of pledge"	"Babylon"	"10.6.06 Nabopolassar"	Nabopolassar	5
"P17063"	P16622	"Agent of"	"Agent of Ṭābia"	"T04837"	"VAT 3037"		"San Nicolò and Ungnad 1929-1935, no. 651"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership-related"	"Bīt-Sîn-nāṣir"	"21.8.42 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P17110"	P16947	"Business partner of"	"Business partner of Bēl-rēmanni"	"T04837"	"VAT 3037"		"San Nicolò and Ungnad 1929-1935, no. 651"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership-related"	"Bīt-Sîn-nāṣir"	"21.8.42 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16947"	P17110	"Business partner of"	"Business partner of Nab[û-...]"	"T04837"	"VAT 3037"		"San Nicolò and Ungnad 1929-1935, no. 651"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership-related"	"Bīt-Sîn-nāṣir"	"21.8.42 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16622"	P17063	"Represented by"	"Represented by Marduk-[...]"	"T04837"	"VAT 3037"		"San Nicolò and Ungnad 1929-1935, no. 651"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership-related"	"Bīt-Sîn-nāṣir"	"21.8.42 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P22468"	P18259	"Brother of"	"Brother of Anonymous"	"T04855"	"EAH 208"		"BE 8/1, 109"	"Rē’i-alpi (Borsippa)"	"Legal document"	"receipt"	"Borsippa"	"15.3.07 Cyrus"	Cyrus	11
"P18259"	P22468	"Brother of"	"Brother of Marduk-šumu-uṣur"	"T04855"	"EAH 208"		"BE 8/1, 109"	"Rē’i-alpi (Borsippa)"	"Legal document"	"receipt"	"Borsippa"	"15.3.07 Cyrus"	Cyrus	11
"P18259"	P25541	"Child of"	"Child of Nabû-bān-zēri"	"T04855"	"EAH 208"		"BE 8/1, 109"	"Rē’i-alpi (Borsippa)"	"Legal document"	"receipt"	"Borsippa"	"15.3.07 Cyrus"	Cyrus	11
"P22468"	P25541	"Child of"	"Child of Nabû-bān-zēri"	"T04855"	"EAH 208"		"BE 8/1, 109"	"Rē’i-alpi (Borsippa)"	"Legal document"	"receipt"	"Borsippa"	"15.3.07 Cyrus"	Cyrus	11
"P25665"	P22448	"Represented by"	"Represented by Nabû-mukīn-zēri"	"T04855"	"EAH 208"		"BE 8/1, 109"	"Rē’i-alpi (Borsippa)"	"Legal document"	"receipt"	"Borsippa"	"15.3.07 Cyrus"	Cyrus	11
"P06733"	P16552	"Business partner of"	"Business partner of Iqīša"	"T04858"	"VAT 2976"		"San Nicolò and Ungnad 1929-1935, no. 646"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership, creation"	"Babylon"	"05.12.25 Nebuchadnezzar II"	Nebuchadnezzar II	6
"P16552"	P06733	"Business partner of"	"Business partner of Marduk-zēru-ibni"	"T04858"	"VAT 2976"		"San Nicolò and Ungnad 1929-1935, no. 646"	"Sîn-ilī (Babylon)"	"Legal document"	"partnership, creation"	"Babylon"	"05.12.25 Nebuchadnezzar II"	Nebuchadnezzar II	6
