Tablet ID	Orig Tablet ID	Museum nr	Excavation_NR	Publication	Archive	Text type	Subtype	Main Objects	Place of writing	Babylonian date (D.M.Y King)	Julian date	Comments	CDLI	BM	Nabucco	Achemenet	Oracc	Author	Attestation ids	Orig. Attestation ids	
T05080	5080	CBS 5277		BE 10, 2	Murašû	Legal document	promissory note, with pledge and interest	"bītu (house); hubullu (interest); kaspu (silver); kaspu qalû (refined silver); maškanu (pledge)"	Nippur	15.12.0 Darius II	423	BE 10, 2 is very similar to BE 10, 3 which has another female debtor.	https://cdli.ucla.edu/P261471			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132199		Rieneke Sonnevelt (17/01/2019)	"""A44117; A44118; A44119; A44120; A44121; A44122; A44123; A44124; A44125; A44126; A44127; A44128; A44129; A44131; A44132"""	"44117; 44118; 44119; 44120; 44121; 44122; 44123; 44124; 44125; 44126; 44127; 44128; 44129; 44131; 44132"	
T05081	5081	VAT 3011		San Nicolò and Ungnad 1929-1935, no. 63	Sîn-ilī (Babylon)	Legal document	purchase	"amēlūtu (slaves); kaspu (silver); šīmu (price)"	Babylon	13.13.38 Nebuchadnezzar II	566		-	-	-	-	-	Lidewij van de Peut (17/01/2019)	"""A44133; A44134; A44135; A44139; A44142; A44145; A44146; A44148"""	"44133; 44134; 44135; 44139; 44142; 44145; 44146; 44148"	
T05082	5082	CBS 5272		BE 10, 3	Murašû	Legal document	promissory note, with pledge and interest	"bītu (house); hubullu (interest); kaspu (silver); kaspu qalû (refined silver); maškanu (pledge)"	Nippur	15.12.0 Darius II	423	BE 10, 2 is a text very similar to BE 10, 3 and has served as the basis of various restorations.	https://cdli.ucla.edu/P261466			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132212		Rieneke Sonnevelt (17/01/2019)	"""A44136; A44137; A44138; A44140; A44141; A44143; A44144; A44147; A44149; A44150; A44151; A44152; A44153; A44154"""	"44136; 44137; 44138; 44140; 44141; 44143; 44144; 44147; 44149; 44150; 44151; 44152; 44153; 44154"	
T05083	5083	Unknown (poss. H.V. Hilprecht)		BE 10, 4	Murašû	Legal document	work contract	"dannu (vat); gurābu (reinforcement around clay jar); idū (wages); kalakku (warehouse, depot); kasû (mustard-seed); kurummatu (ration); šikaru (beer); sirāšû (brewers); suluppū (dates)"	Nippur	14.13.0 Darius II	423		https://cdli.ucla.edu/P453360			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132225		Rieneke Sonnevelt (17/01/2019)	"""A44161; A44162; A44163; A44164; A44165; A44166; A44170; A44171; A44172; A44174; A44175; A44184; A44186; A44187; A44189; A44192; A44193; A44194; A44195; A44196; A44198; A44199; A44200; A44201; A44203; A44206; A44208; A44209; A44210; A44211; A44212"""	"44161; 44162; 44163; 44164; 44165; 44166; 44170; 44171; 44172; 44174; 44175; 44184; 44186; 44187; 44189; 44192; 44193; 44194; 44195; 44196; 44198; 44199; 44200; 44201; 44203; 44206; 44208; 44209; 44210; 44211; 44212"	
T05084	5084	VAT 3015		San Nicolò and Ungnad 1929-1935, no. 151	Sîn-ilī (Babylon)	Legal document	work contract	"(without specification); epinnu (plough); eṣēdu (harvest); idū (wages); kurummatu (ration); uṭṭatu (barley)"	Harru-ša-Bānītu	06.6.39 Nebuchadnezzar II	566		-	-	-	-	-	Lidewij van de Peut (17/01/2019)	"""A44155; A44156; A44157; A44158; A44159; A44160"""	"44155; 44156; 44157; 44158; 44159; 44160"	
T05085	5085	VAT 3016		San Nicolò and Ungnad 1929-1935, no. 235	Sîn-ilī (Babylon)	Legal document	bond	"haṣāru (enclosure, storehouse); kuppu (cistern, water-source); suluppū (dates); u’iltu (promissory note)"	Nār-Barsip	.6.39 Nebuchadnezzar II	566	The document records that the dates that make up the debt of Lē’îtu and her son (debtors) to Ṭābia (creditor) are now at the disposal of Nūrea (obligor) who has to give them to Ṭābia (obligee) in month VIII.	-	-	-	-	-	Lidewij van de Peut (17/01/2019)	"""A44167; A44168; A44169; A44173; A44176; A44177; A44178; A44179; A44180; A44181"""	"44167; 44168; 44169; 44173; 44176; 44177; 44178; 44179; 44180; 44181"	
T05086	5086	VAT 3019		San Nicolò and Ungnad 1929-1935, no. 751	Sîn-ilī (Babylon)	Administrative document	note	"eleppu (boat); suluppū (dates)"	Not mentioned	11.12.39 Nebuchadnezzar II	565	The document records that Nabû-šumu-iddin measured dates delivered to a boat(?) by Nabû-šumu-iškun and Marduk-ibni. No witnesses and no scribe mentioned.	-	-	-	-	-	Lidewij van de Peut (17/01/2019)	"""A44182; A44183; A44185; A44188"""	"44182; 44183; 44185; 44188"	
T05087	5087	VAT 3018		San Nicolò and Ungnad 1929-1935, no. 152	Sîn-ilī (Babylon)	Legal document	work contract	"kaspu (silver); maddattu (rent, compensation); qallu (slave)"	Babylon	22.13.39 Nebuchadnezzar II	565		-	-	-	-	-	Lidewij van de Peut (17/01/2019)	"""A44190; A44191; A44197; A44202; A44204; A44205; A44207"""	"44190; 44191; 44197; 44202; 44204; 44205; 44207"	
T05088	5088	CBS 5235		BE 10, 5	Murašû	Legal document	receipt	"bīt qašti (bow land); eqlu (field); haṭru (association); kaspu (silver); šipirtu (letter order; message); sūtu (fixed rent)"	Nippur	17.13.0 Darius II	423		https://cdli.ucla.edu/P261428			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132238		Rieneke Sonnevelt (17/01/2019)	"""A44213; A44214; A44215; A44216; A44217; A44218; A44219; A44220; A44221; A44222; A44223; A44224; A44225; A44226; A44227; A44228; A44229; A44230; A44231"""	"44213; 44214; 44215; 44216; 44217; 44218; 44219; 44220; 44221; 44222; 44223; 44224; 44225; 44226; 44227; 44228; 44229; 44230; 44231"	
T05089	5089	VAT 3022		San Nicolò and Ungnad 1929-1935, no. 650	Sîn-ilī (Babylon)	Legal document	dispute-related	"harrānu (business venture); rašûtu (credit); u’iltu (promissory note); uṭṭatu (barley)"	Ālu-ša-Nādin	11.3.40 Nebuchadnezzar II	565	The document records that Marduk-ēṭir shall not raise a claim against Bulṭāya concerning a promissory note in which he (Marduk-ēṭir) acted as guarantor, because the credit has been paid.	-	-	-	-	-	Lidewij van de Peut (18/01/2019)	"""A44232; A44233; A44234; A44235; A44236; A44237; A44238"""	"44232; 44233; 44234; 44235; 44236; 44237; 44238"	
T05090	5090	CBS 5233		BE 10, 6	Murašû	Legal document	receipt	"bāru; ilku (corvée); kaspu (silver); nadanatu ša bīt šarri (donations to be paid to the royal house); qaštu (bow land); qēmu ša sarri (flour of the king); ṣāb šarri (payment or service of royal soldier)"	Nippur	.0.0 Darius II	424/423		https://cdli.ucla.edu/P261426			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132251		Rieneke Sonnevelt (18/01/2019)	"""A44239; A44240; A44241; A44242; A44246; A44255; A44256; A44257; A44258; A44259; A44260; A44262; A44263; A44264"""	"44239; 44240; 44241; 44242; 44246; 44255; 44256; 44257; 44258; 44259; 44260; 44262; 44263; 44264"	
T05091	5091	Unknown (poss. H.V. Hilprecht)		BE 10, 7	Murašû	Legal document	receipt	"bīt qašti (bow land); bīt sīsê (horse land); ebūru (harvest); eqlu (field); haṭru (association); limītu (area)"	Nippur	2.1.1 Darius II	423		https://cdli.ucla.edu/P453361			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132264		Rieneke Sonnevelt (18/01/2019)	"""A44266; A44267; A44268; A44269; A44270; A44271; A44272; A44273; A44274; A44276; A44278; A44280; A44286; A44287; A44288; A44289; A44290; A44291"""	"44266; 44267; 44268; 44269; 44270; 44271; 44272; 44273; 44274; 44276; 44278; 44280; 44286; 44287; 44288; 44289; 44290; 44291"	
T05092	5092	CBS 5257		BE 10, 8	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); maškanu (pledge); suluppū (dates)"	Nippur	15.1.1 Darius II	423		https://cdli.ucla.edu/P261451			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132277		Rieneke Sonnevelt (18/01/2019)	"""A44298; A44299; A44300; A44301; A44302; A44303; A44305; A44306; A44308; A44310; A44311; A44312; A44313; A44314; A44315; A44316"""	"44298; 44299; 44300; 44301; 44302; 44303; 44305; 44306; 44308; 44310; 44311; 44312; 44313; 44314; 44315; 44316"	
T05093	5093	CBS 5267		BE 10, 9	Murašû	Legal document	dispute-related	"ahištu (agreement); alpu (bull, ox); ālu (village); dannu (vat); dibbu (dispute); dīnu (lawsuit); gurābu (reinforcement around clay jar); hurāṣu (gold); kaspu (silver); lahru (ewe); limītu (area); makkūru (treasury, estate); ragāmu (contestation); šārtu (wool/hair); ṣēnu (small livestock); šikaru ṭābu (full-strength beer); suluppū (dates); summidātu (type of groats); uṭṭatu (barley)"	Nippur	16.1.1 Darius II	423		https://cdli.ucla.edu/P261461			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132290		Rieneke Sonnevelt (18/01/2019)	"""A44331; A44332; A44333; A44334; A44335; A44336; A44337; A44338; A44339; A44340; A44341; A44342; A44343; A44344; A44345; A44346; A44347; A44348; A44349; A44350; A44351; A44352"""	"44331; 44332; 44333; 44334; 44335; 44336; 44337; 44338; 44339; 44340; 44341; 44342; 44343; 44344; 44345; 44346; 44347; 44348; 44349; 44350; 44351; 44352"	
T05094	5094	BM 27847		unpublished	Ilia A+B	Legal document	receipt	"bītu (estate, plot of land); ebūru (harvest); eqlu (field); suluppū (dates); tamirtu (irrigated farmland); zittu (share)"	Bīt-ša-Nabû-damqa	08.0.03 Cyrus	536/535	This tablet can be attributed to the Ilia A + B archive. Marduk-šumu-ibni, son of Šulāya, descendant of Ilia is mentioned as payer of dates.     The right side of the reverse of the tablet is damaged. The obverse of the tablet is complete. 	-	https://www.britishmuseum.org/collection/object/W_1898-0711-112	-	-	-	Evelien Vanderstraeten (18/01/2019)	"""A44467; A44468; A44472; A44477; A44479; A44482; A44494; A44495; A44497"""	"44467; 44468; 44472; 44477; 44479; 44482; 44494; 44495; 44497"	
T05095	5095	CBS 5448		BE 10, 10	Murašû	Legal document	dispute-related	"bīt kīli (prison, guardhouse); kaspu (silver)"	Nippur	16.1.1 Darius II	423		https://cdli.ucla.edu/P261642			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132303		Rieneke Sonnevelt (21/01/2019)	"""A44353; A44354; A44355; A44356; A44357; A44358; A44359; A44360; A44361"""	"44353; 44354; 44355; 44356; 44357; 44358; 44359; 44360; 44361"	
T05096	5096	CBS 5237		BE 10, 11	Murašû	Legal document	promissory note	"bāb kalakki (gate of the warehouse); sūtu (fixed rent); uṭṭatu (barley)"	Nippur	20.1.1 Darius II	423		https://cdli.ucla.edu/P261430			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132316		Rieneke Sonnevelt (21/01/2019)	"""A44362; A44364; A44365; A44366; A44367; A44368; A44369; A44370; A44371; A44372"""	"44362; 44364; 44365; 44366; 44367; 44368; 44369; 44370; 44371; 44372"	
T05097	5097	CBS 5164		BE 10, 12	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); haṣāru (enclosure, storehouse); maškanu (pledge); suluppū (dates)"	Nippur	5.2.1 Darius II	423		https://cdli.ucla.edu/P261356			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132329		Rieneke Sonnevelt (21/01/2019)	"""A44373; A44374; A44375; A44376; A44377; A44378; A44379; A44380; A44381"""	"44373; 44374; 44375; 44376; 44377; 44378; 44379; 44380; 44381"	
T05098	5098	CBS 5351		BE 10, 13	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); maškanu (pledge); suluppū (dates); uṭṭatu (barley)"	Nippur	5.2.1 Darius II	423		https://cdli.ucla.edu/P261545			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132342		Rieneke Sonnevelt (21/01/2019)	"""A44382; A44383; A44384; A44385; A44386; A44387; A44388; A44389; A44390; A44391; A44392; A44393"""	"44382; 44383; 44384; 44385; 44386; 44387; 44388; 44389; 44390; 44391; 44392; 44393"	
T05099	5099	CBS 5356		BE 10, 14	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu (field); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); haṭru (association); maškanu (pledge); suluppū (dates)"	Nippur	5.2.1 Darius II	423		https://cdli.ucla.edu/P261550			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132355		Rieneke Sonnevelt (21/01/2019)	"""A44394; A44395; A44396; A44397; A44398; A44399; A44400; A44401; A44402; A44403; A44404; A44405; A44406; A44407; A44408; A44409; A44410; A44411; A44412"""	"44394; 44395; 44396; 44397; 44398; 44399; 44400; 44401; 44402; 44403; 44404; 44405; 44406; 44407; 44408; 44409; 44410; 44411; 44412"	
T05100	5100	VAT 3023		San Nicolò and Ungnad 1929-1935, no. 718	Sîn-ilī (Babylon)	Administrative document	note	"uṭṭatu (barley); zēru (arable land)"	Not mentioned	02.8.40 Nebuchadnezzar II	565		-	-	-	-	-	Lidewij van de Peut (22/01/2019)	"""A44413; A44414; A44415; A44416"""	"44413; 44414; 44415; 44416"	
T05101	5101	VAT 3024		San Nicolò and Ungnad 1929-1935, no. 530	Sîn-ilī (Babylon)	Administrative document	memorandum	"kaspu (silver); kurummatu (ration); nikkassu (account); šamaššammū (sesame); šikaru (beer); šikaru ṭābu (full-strength beer); suluppū (dates); tahsistu lā mašê (memorandum); u’iltu (promissory note); uṭṭatu (barley)"	Not mentioned	28.8.40 Nebuchadnezzar II	565		-	-	-	-	-	Lidewij van de Peut (22/01/2019)	"""A44417; A44418; A44419; A44420; A44421; A44422"""	"44417; 44418; 44419; 44420; 44421; 44422"	
T05102	5102	VAT 3026		San Nicolò and Ungnad 1929-1935, no. 706	Sîn-ilī (Babylon)	Legal document	deposition	"kaspu (silver); rēhu (remainder, outstanding obligation); šīmu (price); ummu eqli (original property deed); zēru (arable land); zēru zaqpu (land planted with date palms)"	Borsippa	21.1.41 Nebuchadnezzar II	564	The document records a statement that Ṭābia made to Ardia in front of witnesses and Ardia's reply. Ṭābia had already paid Ardia silver as the remainder of the price for a field (zēru) and is now asking for the property deed (ummu eqli) which Ardia had given to Sîn-ilī. Ardia answers him by telling him what to do when a claimant comes before he has given him the property deed.	-	-	-	-	-	Lidewij van de Peut (22/01/2019)	"""A44460; A44461; A44463; A44475; A44480; A44481; A44486; A44489; A44492"""	"44460; 44461; 44463; 44475; 44480; 44481; 44486; 44489; 44492"	
T05103	5103	CBS 5147		BE 10, 15	Murašû	Legal document	lease contract (ana palāh šarri)	"bīt qašti (bow land); bīt umasupitrû (estate of the crown prince); kaspu (silver); sūtu (fixed rent); zēru zaqpu u pî šulpi (land planted with palm trees and grain)"	Babylon	8.2.1 Darius II	423		https://cdli.ucla.edu/P261339			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132368		Rieneke Sonnevelt (22/01/2019)	"""A44423; A44456; A44457; A44458; A44459; A44462; A44464; A44465; A44466; A44469; A44470; A44471; A44473; A44474; A44476; A44478"""	"44423; 44456; 44457; 44458; 44459; 44462; 44464; 44465; 44466; 44469; 44470; 44471; 44473; 44474; 44476; 44478"	
T05104	5104	CBS 5360		BE 10, 16	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); haṭru (association); maškanu (pledge); suluppū (dates)"	Nippur	6.3.1 Darius II	423		https://cdli.ucla.edu/P261554			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132381		Rieneke Sonnevelt (22/01/2019)	"""A44441; A44442; A44443; A44444; A44445; A44446; A44447; A44448; A44449; A44450; A44451; A44452; A44453; A44454; A44455"""	"44441; 44442; 44443; 44444; 44445; 44446; 44447; 44448; 44449; 44450; 44451; 44452; 44453; 44454; 44455"	
T05105	5105	CBS 5318		BE 10, 17	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); haṭru (association); maškanu (pledge); suluppū (dates)"	Nippur	6.3.1 Darius II	423		https://cdli.ucla.edu/P261512			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132394		Rieneke Sonnevelt (22/01/2019)	"""A44424; A44425; A44426; A44427; A44428; A44429; A44430; A44431; A44432; A44433; A44434; A44435; A44436; A44437; A44438; A44439; A44440"""	"44424; 44425; 44426; 44427; 44428; 44429; 44430; 44431; 44432; 44433; 44434; 44435; 44436; 44437; 44438; 44439; 44440"	
T05106	5106	CBS 5187		BE 10, 18	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); bīt talbultu (garment storehouse); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); haṭru (association); maškanu (pledge); rašûtu (credit); suluppū (dates)"	Nippur	7.3.1 Darius II	423		https://cdli.ucla.edu/P261379			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132407		Rieneke Sonnevelt (23/01/2019)	"""A44483; A44484; A44485; A44487; A44488; A44490; A44491; A44493; A44499; A44501; A44502; A44505; A44506; A44507; A44508; A44509; A44510; A44511; A44512; A44513; A44514; A44519; A44520"""	"44483; 44484; 44485; 44487; 44488; 44490; 44491; 44493; 44499; 44501; 44502; 44505; 44506; 44507; 44508; 44509; 44510; 44511; 44512; 44513; 44514; 44519; 44520"	
T05107	5107	VAT 3040		San Nicolò and Ungnad 1929-1935, no. 237	Sîn-ilī (Babylon)	Legal document	promissory note	"qaqqadu (capital); uṭṭatu (barley)"	Ālu-ša-Nādin	25.1.41 Nebuchadnezzar II	564		-	-	-	-	-	Lidewij van de Peut (23/01/2019)	"""A44496; A44498; A44500; A44503; A44504"""	"44496; 44498; 44500; 44503; 44504"	
T05108	5108	VAT 2984		San Nicolò and Ungnad 1929-1935, no. 403	Sîn-ilī (Babylon)	Administrative document	note	"broken/unclear; imittu (assessed rent); uṭṭatu (barley); zittu (share)"	Not mentioned	11.2.41 Nebuchadnezzar II	564	Damaged tablet: the left side is broken off but not much text seems to be missing. The document may record a debt of barley and mentions the word imittu (assessed rent).	-	-	-	-	-	Lidewij van de Peut (23/01/2019)	"""A44515; A44516; A44517; A44518"""	"44515; 44516; 44517; 44518"	
T05109	5109	CBS 5326		BE 10, 19	Murašû	Legal document	promissory note, with pledge and without interest	"bīt qašti (bow land); eqlu zaqpu u pî šulpi (field planted with palm trees and grain); haṭru (association); maškanu (pledge); suluppū (dates)"	Nippur	7.3.1 Darius II	423		https://cdli.ucla.edu/P261520			http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132420		Rieneke Sonnevelt (23/01/2019)	"""A44556; A44559; A44560; A44562; A44563; A44570; A44572; A44573; A44574; A44575; A44576; A44578; A44579; A44580; A44581; A44582; A44583"""	"44556; 44559; 44560; 44562; 44563; 44570; 44572; 44573; 44574; 44575; 44576; 44578; 44579; 44580; 44581; 44582; 44583"	
